User_ID,Age,Gender,Occupation,Relationship_Status,Primary_Platform,Daily_Usage_Hours,Platforms_Used_Count,Posts_Per_Week,Late_Night_Usage,First_Check_Morning,Notifications_Per_Day,FOMO_Score,Social_Comparison_Score,Validation_Seeking_Score,Scroll_Without_Purpose,Tried_To_Cut_Back,Failed_To_Cut_Back,Anxiety_Score,Depression_Score,Loneliness_Score,Self_Esteem_Score,Sleep_Quality_Score,Sleep_Hours,Productivity_Loss_Score,Offline_Relationship_Quality,Physical_Activity_Hrs_Week,Screen_Free_Time_Hrs,Mental_Wellbeing_Score,Addiction_Level
USR00902,35,,Freelancer,Married,Snapchat,6.2,3,5,No,5-30 min,16,7.1,3.8,2.0,5.1,Yes,Yes,0.9,3.3,0.1,3.5,8.4,6.4,2.4,2.3,3.6,1.8,8.5,Low
USR00903,39,,Working Professional,Single,YouTube,4.5,3,6,No,Within 5 min,31,4.9,5.5,5.6,6.9,Yes,Yes,6.4,4.4,5.4,2.0,7.7,,5.7,5.4,2.0,1.9,5.8,High
USR00904,17,Female,Working Professional,Single,TikTok,3.7,4,4,No,5-30 min,39,6.3,,3.3,5.5,Yes,No,2.8,3.9,4.6,2.1,8.1,6.8,7.0,7.3,4.1,6.0,7.1,Moderate
USR00905,22,Female,Student,Married,Instagram,7.1,4,6,Yes,Within 5 min,84,4.3,4.6,6.8,5.5,No,No,2.2,3.8,6.9,5.3,9.0,5.3,5.0,5.3,5.0,4.9,5.0,High
USR00906,43,Female,,Single,Snapchat,5.8,3,12,Yes,Within 5 min,114,4.6,6.8,3.7,2.7,No,Yes,6.9,3.8,2.3,2.4,3.5,4.5,4.7,4.3,6.3,1.1,4.9,Severe
USR00907,20,Male,Working Professional,In a Relationship,Instagram,3.4,1,3,Yes,Within 5 min,53,8.0,4.2,3.8,5.3,No,Yes,3.4,7.9,7.4,3.0,3.4,7.9,6.9,5.0,4.0,5.7,4.7,Severe
USR00908,22,Male,Freelancer,Married,YouTube,1.1,1,4,No,After 30 min,57,5.6,5.3,6.7,4.1,No,No,5.4,3.8,4.3,2.4,6.3,6.6,5.6,9.6,3.2,2.8,8.7,Low
USR00909,42,Female,Student,Single,Facebook,3.1,5,5,Yes,Within 5 min,65,6.5,7.2,4.0,2.8,Yes,No,7.0,6.5,5.7,8.5,1.8,7.1,2.1,7.4,1.6,3.3,6.5,Moderate
USR00910,33,Non-binary,Working Professional,Single,Snapchat,7.1,4,4,No,Within 5 min,52,4.1,10.0,1.2,3.6,No,Yes,6.0,5.4,5.5,5.3,6.3,6.0,7.1,4.0,1.6,4.9,6.1,High
USR00911,43,Male,Student,Single,TikTok,2.3,4,4,No,After 30 min,75,6.1,3.2,5.1,4.0,Yes,No,5.8,3.0,5.4,7.4,,5.3,4.7,6.4,2.3,4.4,8.5,Low
USR00912,24,Male,Student,In a Relationship,Instagram,9.0,3,5,Yes,5-30 min,96,7.3,9.9,6.6,9.0,Yes,No,6.3,4.7,4.0,4.2,7.0,5.9,5.1,5.7,0.0,0.3,2.7,Severe
USR00913,18,Female,Working Professional,In a Relationship,Instagram,3.8,7,6,Yes,5-30 min,113,10.0,7.4,3.4,4.7,No,No,,,6.5,6.0,4.4,6.0,4.9,7.6,5.1,0.7,5.2,Severe
USR00914,15,Female,Unemployed,In a Relationship,TikTok,1.3,4,2,No,After 30 min,5,6.7,3.4,3.1,4.5,Yes,Yes,5.6,2.9,7.3,6.9,6.3,6.9,1.0,3.1,3.6,2.0,8.6,Low
USR00915,33,Female,Student,Married,Instagram,3.3,3,2,No,Within 5 min,54,4.9,8.1,4.6,6.0,No,No,5.6,6.0,4.4,2.4,5.5,6.2,4.1,8.7,3.5,0.0,6.7,Moderate
USR00916,40,Female,Student,In a Relationship,YouTube,7.4,5,3,Yes,5-30 min,59,1.1,5.6,0.0,0.0,Yes,Yes,4.7,3.5,6.1,3.0,4.6,5.8,7.5,4.4,3.9,0.3,6.6,Moderate
USR00917,24,Female,Student,Single,YouTube,2.9,7,9,Yes,After 30 min,52,7.1,1.5,2.1,6.0,No,Yes,4.3,4.3,0.0,5.8,,7.9,6.7,5.2,0.3,3.0,9.0,Low
USR00918,35,Female,Working Professional,Married,TikTok,5.3,2,1,No,5-30 min,5,0.1,,7.8,7.9,Yes,Yes,4.9,6.3,3.0,4.4,6.1,5.4,7.2,0.8,2.7,5.0,6.6,Moderate
USR00919,41,Male,Student,In a Relationship,Twitter/X,5.9,2,6,No,5-30 min,77,,7.7,2.2,5.8,Yes,Yes,4.1,10.0,2.7,7.7,4.8,6.5,3.5,7.4,3.6,2.7,8.3,Low
USR00920,34,Female,Student,Married,Instagram,3.1,3,4,Yes,Within 5 min,21,,3.5,4.0,5.9,No,No,3.0,8.1,7.1,7.0,9.7,5.9,2.0,2.9,2.1,5.6,7.0,Low
USR00921,20,Female,Working Professional,In a Relationship,TikTok,6.6,1,7,Yes,Within 5 min,60,4.3,3.0,4.1,5.3,Yes,No,3.4,7.8,3.3,7.6,3.5,,5.6,8.7,3.8,3.3,6.8,Moderate
USR00922,37,Male,Student,,TikTok,7.4,3,5,No,After 30 min,47,5.0,6.8,8.9,3.6,Yes,No,7.8,3.9,1.9,8.0,6.5,5.2,7.6,5.6,4.4,4.4,7.1,Moderate
USR00923,43,Male,Freelancer,Single,Instagram,,4,5,No,After 30 min,65,9.4,6.2,3.3,2.7,No,No,4.5,5.6,2.3,4.1,6.9,7.9,3.2,4.5,0.9,1.2,7.4,Low
USR00924,18,Male,Working Professional,In a Relationship,Facebook,0.5,4,3,No,5-30 min,41,,1.6,6.3,6.6,No,,6.6,6.3,5.0,7.3,6.6,6.7,3.9,4.8,5.4,0.0,8.4,Low
USR00925,30,Female,Unemployed,In a Relationship,YouTube,5.0,4,1,No,Within 5 min,109,0.3,5.9,10.0,8.1,No,No,0.7,5.6,9.1,5.0,,4.0,4.7,2.9,1.2,1.9,5.3,High
USR00926,23,Male,Freelancer,Single,Instagram,5.9,4,5,No,After 30 min,37,4.6,8.5,4.3,2.5,No,Yes,6.7,2.7,3.5,4.6,6.9,5.2,1.9,7.2,4.6,2.2,8.2,Low
USR00927,19,Female,Freelancer,In a Relationship,Instagram,6.3,3,7,No,5-30 min,44,0.0,3.3,5.1,8.1,No,No,9.1,5.5,4.0,10.0,3.4,7.5,1.1,5.0,5.1,2.3,8.8,Low
USR00928,42,Female,Student,Married,Facebook,8.3,5,3,No,Within 5 min,5,3.4,4.0,1.6,3.9,Yes,Yes,3.8,6.3,2.2,6.5,4.1,7.6,6.0,4.0,2.4,2.3,6.9,Moderate
USR00929,23,,Freelancer,,Twitter/X,,1,2,Yes,After 30 min,56,7.5,6.6,2.5,4.7,Yes,Yes,5.8,3.9,5.3,0.2,2.1,7.7,6.4,4.0,2.1,3.5,4.9,High
USR00930,16,Male,Working Professional,Single,Instagram,4.4,5,5,Yes,Within 5 min,16,4.0,3.9,3.5,7.6,No,No,7.2,5.1,4.6,4.3,5.5,4.4,6.5,2.7,5.9,3.0,6.0,High
USR00931,35,Male,Student,Married,TikTok,0.5,2,5,Yes,Within 5 min,12,6.7,1.7,2.4,5.2,Yes,Yes,2.9,7.3,4.2,6.8,7.8,6.7,2.9,4.7,2.6,5.9,7.8,Low
USR00932,17,Male,Freelancer,Single,Instagram,1.8,4,4,No,Within 5 min,53,4.0,7.7,8.7,8.3,Yes,No,4.6,2.8,0.0,5.9,2.3,5.1,4.2,6.1,0.8,1.7,6.1,High
USR00933,29,Non-binary,Working Professional,Single,Instagram,6.8,2,2,No,Within 5 min,5,3.5,,7.8,4.0,Yes,No,7.1,6.2,3.9,4.6,6.7,6.1,6.1,8.7,3.8,3.8,8.2,Low
USR00934,26,Male,Unemployed,Single,Twitter/X,1.8,4,4,No,Within 5 min,16,6.3,,2.3,3.5,No,No,4.2,4.8,5.4,1.9,4.5,5.2,6.2,5.3,6.6,2.5,7.1,Low
USR00935,28,Non-binary,,In a Relationship,TikTok,3.8,2,4,Yes,Within 5 min,53,6.3,5.3,3.7,6.9,Yes,Yes,,5.5,3.7,4.6,5.4,7.2,2.9,6.2,0.8,2.4,4.8,Severe
USR00936,23,Male,Freelancer,Single,Snapchat,0.6,6,6,Yes,After 30 min,138,6.3,7.8,4.2,0.7,Yes,Yes,5.6,0.8,1.0,6.7,8.0,7.1,3.9,5.5,3.9,2.5,8.0,Low
USR00937,36,Male,Freelancer,In a Relationship,,3.7,7,5,Yes,Within 5 min,111,6.4,10.0,4.8,7.7,Yes,No,6.1,8.8,3.2,4.9,6.1,6.4,1.2,3.9,1.3,0.0,5.3,Severe
USR00938,26,Female,Working Professional,In a Relationship,Facebook,1.6,7,4,Yes,Within 5 min,72,5.7,4.5,9.3,7.9,Yes,No,4.9,10.0,5.6,3.6,3.2,6.2,3.0,6.0,3.9,5.4,6.1,Moderate
USR00939,15,Male,,Married,Instagram,5.3,4,4,Yes,After 30 min,55,5.5,5.5,10.0,6.9,No,Yes,3.2,3.8,5.5,3.8,6.0,4.3,8.4,4.7,2.3,4.0,3.7,Severe
USR00940,25,Male,Working Professional,,YouTube,4.1,3,4,No,5-30 min,104,9.2,4.4,6.6,5.7,Yes,No,7.5,7.4,5.2,3.3,6.9,8.5,4.9,8.3,2.2,6.0,6.5,High
USR00941,24,Female,Working Professional,Married,Twitter/X,5.1,3,3,Yes,5-30 min,81,4.9,7.3,4.5,3.3,No,Yes,7.7,3.3,6.8,4.2,6.3,7.0,6.7,4.4,0.8,2.0,6.0,High
USR00942,39,Male,Unemployed,Single,Twitter/X,1.0,3,1,Yes,Within 5 min,66,,5.6,6.3,5.8,No,No,5.0,4.1,6.3,6.1,2.3,6.8,2.4,1.7,1.8,2.1,5.4,Severe
USR00943,32,Female,Working Professional,Married,Instagram,3.9,6,3,No,Within 5 min,114,3.7,4.8,6.8,4.8,,Yes,2.6,0.4,4.5,7.5,5.5,5.6,4.5,0.8,2.5,5.5,5.6,High
USR00944,16,Male,Working Professional,In a Relationship,,6.2,5,2,No,Within 5 min,57,1.4,0.6,8.2,4.1,Yes,Yes,6.5,5.2,2.1,4.6,7.2,7.2,4.8,6.3,0.0,2.6,7.1,Low
USR00945,42,Male,Unemployed,In a Relationship,TikTok,,2,6,No,Within 5 min,49,7.0,5.3,5.4,9.2,No,No,3.3,4.7,6.8,5.1,4.3,5.5,4.6,3.9,0.0,6.1,5.8,High
USR00946,26,Non-binary,Working Professional,Single,YouTube,3.0,3,0,Yes,After 30 min,108,,7.2,7.1,4.9,No,Yes,5.0,4.8,8.6,3.7,5.1,5.7,6.2,8.6,3.4,4.0,5.3,High
USR00947,19,Female,Student,Single,Facebook,4.1,1,4,Yes,Within 5 min,118,4.6,5.4,4.2,5.1,Yes,No,3.1,7.7,4.1,3.1,10.0,6.0,4.4,7.9,2.0,4.0,7.0,Low
USR00948,16,Male,Working Professional,In a Relationship,YouTube,6.1,4,5,Yes,Within 5 min,49,8.5,6.0,3.3,3.9,No,No,2.1,5.1,2.2,5.8,6.4,6.5,,7.4,1.3,5.0,6.6,High
USR00949,24,,Working Professional,In a Relationship,TikTok,5.6,3,5,Yes,After 30 min,40,5.2,3.6,5.3,3.1,,No,1.6,7.5,6.5,7.2,3.7,9.1,4.5,5.1,2.2,1.7,7.4,Low
USR00950,44,Male,Working Professional,In a Relationship,TikTok,5.7,2,7,No,5-30 min,23,2.7,2.8,7.3,1.5,Yes,No,6.9,7.9,2.4,5.5,3.9,4.5,3.3,3.2,3.0,1.3,7.6,Low
USR00951,29,Male,Unemployed,,Facebook,5.0,1,5,No,After 30 min,27,7.0,7.6,2.8,6.2,No,No,8.0,2.0,5.1,7.9,4.3,7.7,2.5,6.4,4.7,3.5,8.7,Low
USR00952,17,Female,Working Professional,In a Relationship,TikTok,6.0,4,4,No,Within 5 min,50,6.9,,4.9,5.9,Yes,Yes,,1.0,4.8,3.0,7.1,5.0,4.7,2.0,1.0,0.6,4.8,Severe
USR00953,24,Male,Unemployed,,YouTube,3.9,5,0,Yes,After 30 min,71,6.3,8.5,10.0,5.3,No,No,3.8,1.2,4.6,5.3,7.0,3.0,6.8,3.7,0.8,3.0,5.2,High
USR00954,26,Male,Freelancer,Married,Instagram,4.0,6,1,Yes,Within 5 min,5,1.4,2.6,3.8,4.8,No,Yes,6.6,5.8,6.0,6.6,6.2,6.2,2.9,10.0,0.9,0.0,6.7,Moderate
USR00955,37,Male,Unemployed,In a Relationship,TikTok,1.7,2,4,Yes,After 30 min,122,5.8,9.4,3.0,4.9,Yes,No,6.3,5.5,6.7,8.1,4.7,8.1,6.1,3.5,5.5,2.4,5.1,High
USR00956,40,Male,,In a Relationship,Instagram,3.8,2,6,Yes,Within 5 min,21,7.8,7.4,0.9,4.2,No,No,7.1,4.1,0.0,5.0,7.4,4.4,,4.4,0.8,3.8,5.8,High
USR00957,40,Female,Student,Married,Snapchat,3.7,4,2,No,Within 5 min,65,3.6,9.6,,3.0,No,Yes,6.8,6.5,2.6,5.9,2.8,7.1,4.0,2.6,3.4,2.5,4.7,Severe
USR00958,16,Male,Working Professional,Married,Instagram,7.7,3,0,No,Within 5 min,52,4.7,0.4,6.8,3.9,No,Yes,4.0,5.6,2.8,3.5,4.9,9.0,5.2,6.2,5.3,2.5,6.4,Moderate
USR00959,17,Male,Freelancer,Single,Instagram,1.9,7,6,Yes,5-30 min,88,5.1,5.3,5.8,5.5,No,Yes,5.1,2.7,5.2,4.7,5.8,4.0,6.0,10.0,0.1,3.8,5.1,High
USR00960,32,,Freelancer,In a Relationship,Instagram,4.9,6,2,Yes,Within 5 min,73,9.3,3.7,8.8,4.6,No,,8.2,0.7,3.8,7.7,3.1,6.1,0.3,9.0,1.5,4.2,5.2,Severe
USR00961,20,Male,Working Professional,In a Relationship,Instagram,3.7,2,6,Yes,5-30 min,74,5.5,4.9,3.8,3.8,No,No,2.4,5.3,5.2,6.4,4.6,6.6,5.4,5.5,6.1,4.3,8.6,Low
USR00962,30,Male,Working Professional,In a Relationship,Facebook,4.4,4,3,No,Within 5 min,139,7.9,9.3,4.2,3.9,No,No,6.2,4.0,,4.2,6.7,7.4,6.6,7.6,4.5,2.9,6.0,High
USR00963,42,Male,Student,Single,YouTube,6.7,1,3,No,After 30 min,36,6.9,6.9,,6.6,No,,4.7,4.2,7.2,8.4,9.3,7.0,5.4,4.3,1.7,4.2,7.1,Moderate
USR00964,21,Non-binary,Student,In a Relationship,Instagram,4.2,3,0,No,5-30 min,47,7.4,1.1,6.2,3.2,No,No,0.0,5.7,,7.5,9.8,5.4,4.7,6.0,4.8,2.7,9.3,Low
USR00965,33,Male,Working Professional,,YouTube,2.3,3,2,No,Within 5 min,77,0.1,1.8,5.6,2.2,No,Yes,,4.4,5.8,5.8,5.3,,5.8,6.8,2.8,1.8,7.8,Low
USR00966,29,Female,Working Professional,In a Relationship,Twitter/X,4.6,4,3,Yes,5-30 min,53,6.4,5.6,5.6,6.2,No,No,6.4,3.5,6.9,7.5,4.9,4.4,4.9,4.1,2.6,0.4,5.5,Moderate
USR00967,37,Female,Unemployed,Single,Instagram,6.5,3,3,Yes,After 30 min,64,6.2,7.4,6.8,8.9,No,Yes,2.6,0.8,2.1,8.7,5.7,8.5,6.5,9.0,2.4,,5.6,High
USR00968,39,Female,Working Professional,Married,YouTube,,3,4,No,Within 5 min,17,3.1,4.8,9.0,3.2,Yes,No,5.0,6.4,3.8,3.0,5.7,,8.6,5.2,5.9,3.2,7.3,Moderate
USR00969,32,Female,Working Professional,Single,Instagram,5.9,1,1,Yes,5-30 min,87,7.5,9.4,6.9,7.7,Yes,Yes,3.2,4.7,8.0,8.8,3.3,6.1,7.4,3.9,1.9,1.4,3.5,Severe
USR00970,37,Non-binary,,In a Relationship,TikTok,1.4,1,8,Yes,After 30 min,88,9.4,2.8,7.1,2.5,No,Yes,4.8,2.3,2.2,4.8,7.3,,5.9,3.4,1.1,3.5,6.2,Moderate
USR00971,31,Female,Student,In a Relationship,Snapchat,6.4,4,4,No,5-30 min,29,7.0,8.6,6.0,5.4,Yes,No,0.9,2.5,4.2,9.0,5.0,5.0,4.3,3.0,,4.9,7.8,Low
USR00972,31,Male,Student,Single,Snapchat,3.3,3,6,No,After 30 min,47,3.3,5.7,7.3,2.7,Yes,Yes,5.7,4.9,7.7,0.0,,6.4,5.1,7.8,2.4,3.7,7.2,Moderate
USR00973,20,Female,Working Professional,Married,Snapchat,1.7,3,2,Yes,Within 5 min,106,6.2,5.9,2.6,6.4,No,No,4.9,9.6,5.6,8.4,4.1,5.8,3.7,4.0,0.4,9.3,5.4,Moderate
USR00974,32,Female,Working Professional,In a Relationship,TikTok,5.1,5,5,No,5-30 min,45,,6.1,2.9,6.2,No,No,7.5,4.4,6.3,4.9,2.2,6.4,5.0,5.3,2.9,4.6,6.4,Moderate
USR00975,22,Female,Unemployed,Single,Twitter/X,1.2,5,3,Yes,5-30 min,77,2.2,8.8,1.2,7.6,No,No,4.9,2.6,2.1,3.1,,7.4,2.6,8.2,2.4,2.4,7.9,Low
USR00976,43,Male,Working Professional,In a Relationship,Twitter/X,5.0,2,2,Yes,Within 5 min,87,2.1,5.8,8.3,4.2,Yes,Yes,6.0,10.0,4.6,7.5,4.8,7.9,6.5,5.2,5.6,,5.0,High
USR00977,35,Female,Working Professional,Single,Facebook,7.9,3,2,No,Within 5 min,91,3.3,0.0,8.5,4.0,Yes,No,1.6,4.4,7.3,7.2,7.3,4.3,7.8,9.4,5.9,2.9,8.3,Low
USR00978,43,,Freelancer,Married,YouTube,3.2,3,3,No,5-30 min,5,1.5,7.2,5.3,1.6,No,Yes,6.2,6.7,5.9,2.5,7.8,5.7,7.5,6.6,4.5,1.7,7.5,Low
USR00979,17,Male,Working Professional,In a Relationship,Facebook,2.4,5,3,No,Within 5 min,103,7.4,5.3,8.2,7.3,Yes,Yes,2.5,6.9,2.4,4.8,4.2,7.7,,4.1,3.7,8.3,6.0,High
USR00980,37,Male,Student,Single,Snapchat,6.8,3,3,Yes,5-30 min,86,1.9,10.0,5.5,5.6,Yes,No,,4.8,0.3,7.7,7.7,7.1,4.4,5.0,3.0,3.4,6.4,Moderate
USR00981,19,Male,Freelancer,Married,Instagram,5.8,3,2,Yes,After 30 min,86,4.7,6.5,2.0,5.0,No,No,6.0,3.9,6.4,1.0,3.4,5.7,5.1,5.6,0.6,,5.9,Moderate
USR00982,29,Female,Working Professional,,Instagram,6.3,6,4,No,After 30 min,5,6.7,7.1,6.5,5.0,Yes,No,3.4,5.5,4.6,4.8,5.5,4.6,2.2,6.8,2.6,1.7,7.7,Low
USR00983,16,Female,Working Professional,Single,TikTok,0.5,5,8,No,Within 5 min,42,9.7,6.2,4.9,9.6,Yes,No,6.2,0.0,4.6,4.7,5.9,4.4,5.7,8.5,,2.9,5.2,Severe
USR00984,22,Male,Student,In a Relationship,Twitter/X,2.5,1,6,No,5-30 min,95,6.6,2.0,4.3,2.3,Yes,Yes,4.0,2.4,2.6,5.5,6.1,6.6,4.3,2.5,3.9,3.7,8.5,Low
USR00985,34,Female,Unemployed,Single,YouTube,8.4,1,8,No,Within 5 min,86,5.9,3.3,4.3,7.0,Yes,Yes,4.1,5.4,4.1,1.8,8.6,6.2,4.7,8.8,3.0,0.0,6.3,Moderate
USR00986,15,Non-binary,Working Professional,Married,YouTube,2.6,1,3,No,5-30 min,97,9.4,4.8,4.2,6.4,Yes,No,4.6,5.8,5.7,8.5,6.1,3.0,4.6,6.1,3.3,2.9,7.4,Low
USR00987,39,Female,Student,In a Relationship,TikTok,3.4,3,4,Yes,5-30 min,55,6.0,4.5,5.4,4.2,No,No,4.7,3.5,6.8,3.2,6.3,8.6,7.0,7.7,2.9,2.9,7.0,Low
USR00988,32,Male,Working Professional,Married,TikTok,4.7,4,3,Yes,5-30 min,44,5.1,7.6,6.8,6.0,Yes,Yes,4.9,7.0,3.9,3.7,3.2,,5.1,5.6,2.6,1.3,4.9,Severe
USR00989,37,Female,Student,Single,YouTube,4.9,3,4,No,Within 5 min,103,3.3,1.7,3.9,6.1,No,Yes,9.7,5.3,10.0,5.3,7.7,6.8,6.2,4.9,4.1,0.2,7.3,Moderate
USR00990,25,Male,Student,Single,YouTube,4.0,7,1,Yes,5-30 min,5,3.8,4.7,4.1,4.6,Yes,Yes,2.1,0.2,2.3,5.0,,9.1,7.2,1.3,4.3,3.3,6.5,Moderate
USR00991,31,Female,Working Professional,In a Relationship,Snapchat,0.5,3,3,No,Within 5 min,61,7.8,10.0,3.8,2.2,No,No,6.4,2.9,4.0,5.7,6.0,6.9,3.7,4.8,5.0,0.1,7.2,Moderate
USR00992,24,Female,Working Professional,Married,,5.6,1,4,Yes,Within 5 min,5,8.8,9.6,7.9,8.3,Yes,Yes,5.7,2.8,3.3,5.2,7.6,4.2,4.0,7.0,0.0,4.5,2.8,Severe
USR00993,15,Male,Working Professional,Single,YouTube,1.8,4,2,Yes,Within 5 min,33,7.1,7.9,2.7,5.8,Yes,No,4.7,2.8,,8.9,3.6,6.6,5.4,3.4,6.5,4.2,7.1,Moderate
USR00994,38,Female,Student,Married,YouTube,6.5,8,3,No,Within 5 min,16,0.0,7.0,2.0,2.8,No,No,6.2,3.8,4.5,3.2,3.7,8.6,7.7,9.3,2.1,1.1,8.0,Low
USR00995,34,Female,Student,Single,YouTube,7.1,4,6,Yes,Within 5 min,75,9.5,5.6,5.9,0.0,No,No,,2.9,5.7,10.0,4.1,6.2,6.8,9.5,2.8,0.7,5.0,High
USR00996,26,Female,Student,Single,TikTok,,2,1,Yes,Within 5 min,100,,4.7,2.6,3.0,No,No,7.0,2.2,1.3,2.6,4.1,8.0,4.3,3.0,1.8,4.2,6.1,High
USR00997,41,Male,Student,In a Relationship,YouTube,4.7,3,5,Yes,Within 5 min,117,4.2,5.8,2.1,5.2,No,Yes,4.0,2.9,,6.7,8.0,6.9,6.7,3.6,5.1,2.7,5.6,High
USR00998,34,Female,Student,In a Relationship,Twitter/X,8.0,2,4,No,5-30 min,71,10.0,4.4,,3.8,No,Yes,6.8,3.7,2.4,6.0,6.3,6.6,6.7,2.9,2.5,4.8,5.5,High
USR00999,33,Male,Working Professional,In a Relationship,Instagram,8.2,1,7,,Within 5 min,107,3.3,8.1,7.0,7.2,Yes,No,5.3,1.6,5.2,3.5,5.5,7.5,0.6,5.3,2.1,1.5,5.1,Severe
USR01000,27,Female,Working Professional,Single,Twitter/X,6.5,6,5,Yes,After 30 min,91,5.4,5.5,1.6,7.5,No,Yes,7.4,10.0,4.4,3.2,4.0,8.0,4.0,5.0,0.9,2.3,5.0,High
USR01001,33,Female,Working Professional,In a Relationship,Instagram,3.3,3,3,No,Within 5 min,81,5.1,4.9,6.1,6.3,No,Yes,6.3,2.8,3.6,5.4,7.0,5.2,2.3,2.3,,1.9,6.5,High
USR01002,40,Male,Working Professional,In a Relationship,Facebook,5.3,1,3,No,5-30 min,69,1.3,8.0,6.5,5.8,Yes,No,3.4,5.7,7.1,3.1,3.6,6.7,4.8,3.9,2.4,1.6,6.3,Moderate
USR01003,15,Female,Student,In a Relationship,TikTok,2.4,2,1,Yes,After 30 min,5,4.8,6.4,5.4,5.5,Yes,No,3.5,0.7,10.0,4.6,4.5,7.0,5.0,,4.9,3.7,7.3,Low
USR01004,40,Female,,Married,TikTok,7.7,4,5,Yes,Within 5 min,47,6.7,8.9,8.7,5.8,No,No,,3.5,2.5,6.3,1.6,6.7,6.0,,2.3,5.4,3.3,Severe
USR01005,27,Male,Working Professional,Single,Instagram,5.2,1,3,Yes,5-30 min,155,9.0,3.5,,3.3,Yes,Yes,2.1,5.1,1.5,10.0,3.3,5.5,3.9,4.7,,2.3,5.5,High
USR01006,28,Female,Student,Single,Instagram,7.5,2,6,Yes,Within 5 min,26,4.9,6.5,6.7,4.6,Yes,No,9.1,3.5,7.8,7.2,7.1,5.8,2.4,4.5,3.3,3.1,6.2,Severe
USR01007,36,Female,Working Professional,Single,Instagram,0.5,3,2,Yes,Within 5 min,76,2.7,3.7,,5.1,Yes,Yes,0.7,5.9,8.4,7.3,7.8,4.1,3.9,3.0,1.3,,8.1,Low
USR01008,31,Non-binary,Working Professional,Married,YouTube,3.2,4,1,Yes,Within 5 min,67,5.0,7.9,3.2,5.6,Yes,No,,10.0,5.6,6.3,3.0,6.9,4.6,5.5,2.5,3.3,4.7,High
USR01009,29,Female,Freelancer,Single,YouTube,3.3,1,2,No,Within 5 min,52,4.4,5.7,4.7,7.6,Yes,Yes,2.7,6.4,6.5,3.9,8.1,6.9,8.3,3.2,2.8,3.2,6.2,High
USR01010,42,Female,Working Professional,Married,TikTok,3.5,5,4,Yes,Within 5 min,67,4.5,6.3,3.5,8.5,Yes,No,9.1,2.5,4.3,8.0,7.1,7.8,5.6,7.1,2.7,5.4,5.8,High
USR01011,43,Female,Student,Married,Snapchat,1.7,4,5,Yes,Within 5 min,57,2.2,4.7,5.6,2.6,No,No,6.0,4.4,5.8,4.3,6.3,4.4,6.2,4.2,1.6,5.2,7.1,Moderate
USR01012,33,Male,Working Professional,In a Relationship,Instagram,5.4,1,7,No,Within 5 min,78,6.3,1.9,7.2,7.5,Yes,Yes,3.5,0.0,3.6,6.6,3.3,3.7,6.9,5.2,1.8,2.0,5.6,Severe
USR01013,30,Male,Student,In a Relationship,TikTok,2.5,1,3,Yes,After 30 min,128,2.6,8.6,7.7,6.4,Yes,No,3.0,6.4,6.6,6.4,10.0,7.4,6.1,,3.3,2.5,7.4,Moderate
USR01014,25,Male,Working Professional,In a Relationship,TikTok,8.5,3,4,Yes,Within 5 min,62,8.0,4.1,2.6,6.4,Yes,No,8.3,3.1,0.4,5.0,3.9,7.0,1.9,7.3,0.0,3.1,5.4,High
USR01015,41,Male,Freelancer,Married,Instagram,3.6,2,4,No,Within 5 min,44,6.0,8.2,5.1,4.6,No,Yes,5.7,2.8,5.4,8.9,2.1,6.1,4.4,2.9,0.0,3.0,4.4,Severe
USR01016,43,Non-binary,Student,Married,YouTube,3.4,4,8,No,Within 5 min,49,9.1,7.7,2.2,2.2,No,No,,5.4,3.7,7.4,7.3,7.1,2.2,6.5,1.9,3.1,7.6,Low
USR01017,34,Female,,Single,TikTok,2.9,1,6,Yes,Within 5 min,45,2.7,5.5,6.6,7.2,Yes,No,4.9,3.0,4.2,,5.8,6.1,3.7,1.9,3.4,2.3,4.8,High
USR01018,25,Female,Working Professional,Married,Instagram,5.7,3,3,Yes,Within 5 min,79,4.7,4.4,5.2,4.8,Yes,Yes,2.3,4.3,4.4,4.1,4.1,5.1,4.8,7.4,5.2,5.1,6.0,Moderate
USR01019,30,Male,Student,Married,TikTok,5.2,3,4,Yes,After 30 min,38,3.5,7.6,5.2,5.9,Yes,Yes,2.2,3.2,4.0,2.8,4.7,7.2,3.7,5.6,0.9,2.8,6.2,High
USR01020,36,,Freelancer,Single,Facebook,2.3,4,1,No,5-30 min,26,3.6,5.2,8.4,4.6,Yes,No,2.5,4.4,5.7,6.1,5.0,3.6,2.2,5.1,2.1,4.3,7.3,Low
USR01021,27,Male,Working Professional,Single,YouTube,0.5,1,3,No,5-30 min,129,7.0,2.7,4.1,5.5,Yes,No,5.8,5.5,4.7,7.8,,6.7,5.0,10.0,4.7,5.6,9.5,Low
USR01022,26,Non-binary,Student,Single,Instagram,3.6,2,5,No,Within 5 min,27,,6.5,4.0,5.0,No,No,5.7,8.3,5.6,6.1,3.0,,3.4,7.5,3.1,3.0,8.1,Low
USR01023,40,Female,Student,Single,Snapchat,2.6,3,4,Yes,After 30 min,66,3.3,5.3,7.3,5.8,No,Yes,0.2,,7.1,7.9,6.7,6.4,2.6,6.7,4.0,4.2,8.2,Low
